Feature ID	Taxon	Confidence
171be7c96c0335f324d4944988c595c5	k__Fungi	1.0000000000000029
d374c2f3352092dd2c1ecf3aabe74277	Unassigned	8.881784197001252e-15
d03ca5e8f74dbdfd8c0bb07de9049815	Unassigned	2.55351295663786e-15
47ac2d324e41fb682b0f47d211b737c7	k__Fungi	1.0000000000000073
65300481deec02196e65f2f7d7e4b9b7	Unassigned	9.103828801926284e-15
74cbdaeaced6bd3a886efe2a40dbb783	k__Fungi	1.0000000000000047
1836a383f4d66000688d33087c6608ae	Unassigned	3.885780586188048e-15
b96756e30ea6348922211d1861161e7c	k__Fungi	1.0000000000000018
7bc1493fc38dde45496e51ea21fcd71a	k__Fungi	1.000000000000009
69607bca4ab581da58e5c9a7bd46c569	Unassigned	1.2989609388114332e-14
d48eeaecb871518ba4e11d1aa1d8bcbb	Unassigned	1.0103029524088925e-14
b45d143b04d073c2bc2d2f8e1b7635d6	Unassigned	1.9984014443252818e-15
2cc5e8a108cbbe4c1dfe3126e6192d98	Unassigned	8.215650382226158e-15
79c30328522455fabacd8f04fd2479d8	Unassigned	1.9984014443252818e-15
805835e9bf3bd3095815b9483ff9ed30	Unassigned	1.84297022087776e-14
638ba109fec2bb27d5564f2ba95523cb	Unassigned	7.882583474838611e-15
9af25943261b01c1fe84b8c617b23078	k__Fungi	1.000000000000002
3ac746afb1d6dc247dbbec745572dcfc	Unassigned	1.1102230246251565e-16
d735827e8c9fbe5b6cb8d60976076416	Unassigned	2.9531932455029164e-14
7ff7f9832be57dc8108fd6390e8e905c	Unassigned	7.882583474838611e-15
ea10825e5788bd2b72e64642e7d0d397	Unassigned	7.993605777301127e-15
bd81f00fac7cfe112949c77cd943bbad	k__Fungi;p__Ascomycota	1.0000000000000016
06e9965863cbd2673071e43ea32612d9	Unassigned	1.5987211554602254e-14
205f6ef616578d01de786903537b64a9	Unassigned	2.55351295663786e-15
0f30c81d2e95cdb37d44661270d73d3a	Unassigned	1.1435297153639112e-14
87911359940e653775ec69e92ce60108	Unassigned	6.8833827526759706e-15
3b7b9fa2c7520ded4f910be5e93836bb	Unassigned	2.55351295663786e-15
0da84df041390795dc8c0ad0bfda27df	Unassigned	5.88418203051333e-15
2f173101691f8f9521e843a5c1ae40c1	k__Fungi	1.0000000000000018
