# QIIME v1.5.0 OTU table
#OTU ID	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	Expected	taxonomy
1	0.00104004160166	0.00104004160166	0.00104004160166	0.00104004160166	0.00104004160166	0.00104004160166	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella
2	0.00104004160166	0.00104004160166	0.00104004160166	0.00104004160166	0.00104004160166	0.00104004160166	0.0254810192408	0.0249609984399	0.0244409776391	0.0166406656266	0	0	0	0	0	0	0	0.0254810192408	0.0249609984399	0.0239209568383	0.0234009360374	0	0	0	0	0	0	0	0.00104004160166	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__
3	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.047593664	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium
4	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0	0	0	0	0	0	0	0.00104004160166	0	0	HMPMockV1.1.Even1;k__Bacteria;Other;Other;Other;Other;Other
6	0.000520020800832	0.000520020800832	0.000520020800832	0.000520020800832	0.000520020800832	0.000520020800832	0.00104004160166	0.00104004160166	0.000520020800832	0	0	0	0	0	0	0	0	0.00104004160166	0.00104004160166	0.000520020800832	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__;g__
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0	0	0	0	0	0	0	0	0	0.0998439937598	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;Other
8	0	0	0	0	0	0	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0145605824233	0.0140405616225	0	0	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0145605824233	0.000520020800832	0	0	0.0166406656266	0.047593664	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus
9	0.0239209568383	0.0239209568383	0.0239209568383	0.0239209568383	0.0239209568383	0.0239209568383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0239209568383	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047593664	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter
